address,area,city,state,country,latitude,longitude,property_name,hotel_star_rating
"Plot No 122, Dhuleshwar Garden, Gate No 3,Hathroi , Ajmer Road , Jaipur",J L N Marg,Jaipur,Rajasthan,India,26.9149457,75.7956129,SHREE RESIDENCY,0
"B 3/226, Shivala, Near Chet Singh Fort, Varanasi, Uttar Pradesh 221001",Assi Ghat,Varanasi,Uttar Pradesh,India,25.29461093,83.0051107,Shree Sai Kripa Guest House,0
Amarkantak Road Amadob,Amadobh,Amadob,Chhattisgarh,India,22.6822292,81.7532219,Sonbhadra Tourist Resort,0
"kanyal road, simsa",Village Simsa,Manali,Himachal Pradesh,India,32.23709552,77.1850278,Snow Crown Cottage,0
Shubham Complex Sector 11 C Wing Plot 1 and 3 New Panvel,Panvel,Panvel,Maharashtra,India,18.9979191,73.1214988,Shubham Holiday Inn,0
"1. New Fatehpura , Panchwati",New Fatehpura,Udaipur,Rajasthan,India,24.6040311,73.688307,Sisodiya Hotel,0
"19/5, East Muniappan Kovil Street, salem-namakkal main road Tiruchengode Nammakkal(DT),",Anna Statue Area,Tiruchengode,Tamil Nadu,India,11.38328793,77.89879676,Sri Balaji Hotels,2
"Vinayagar Mangalgiri Apartments Road no 10, City Near Center Mall, Banjara hills",Banjara Hills Area,Hyderabad,Andhra Pradesh,India,17.4138055,78.4489848,Skyla Serviced Apartments - Banjara hills,3
"Shoba Residency #253,Hennur Main Road(Near Hennur Bus Depot), HBR Layout,2nd Block,Stage 1,Kacharakanahalli, Kalyan Nagar,Bangalore-43",Kammanahalli,Bangalore,Karnataka,India,13.02524823,77.63124191,Shoba Residency,2
"#51/1,Near APSRTC Bus stand, Bellary Road",New Bus Stand Road,Kurnool,Andhra Pradesh,India,15.8281257,78.0372792,Sign Regency Hotel,3
"N.H.8, Nathuwas,",Nathuwas Nh8,Nathdwara,Rajasthan,India,24.9291411,73.8213213,Shreeji Resort,0
"HISAR ROAD , NR. DELHI POLL SIRSA","Near Delhi Flyover ,Hissar Road",Sirsa,Haryana,India,29.53183231,75.0700167,SHIVDEI RESORTS,3
"plot no 101, sector 10,",Others,Gurgaon,Haryana,India,28.4594166,77.0693861,Sony Guest House,0
South Point,South Point,Port Blair,Andaman and Nicobar Islands,India,11.66396082,92.7557001,Sinclairs Bayview Port Blair,3
"Revatale, Near Dr. Zantye hospital, Malvan.","Near Malvan Jetty, Medha",Malvan,Maharashtra,India,16.0630693,73.471054,Shri Krupa Niwas,0
"No 37/1911, Mullasseril Emmanuel Lane Kadavanthra, Kaloor, Ernakulam",Ernakulam,Ernakulam,Kerala,India,9.9312328,76.2673041,Sisys Homestay,0
"No.19/2,Rajaji Road, West Tambaram,",Perungalathur,Chennai,Tamil Nadu,India,12.9290541,80.1131048,Sky Residency( Tambaram),0
"Hari Phatak road, Begam bagh Colony,Mahakal Road, Ujjain",Freeganj Area,Ujjain,Madhya Pradesh,India,23.181761,75.7779031,Shri New Darshsan Guest House,0
"Lal Bagh, Near Cm Science Collage","Lal Bagh, Near Cm Science Collage",Darbhanga,Bihar,India,26.1458767,85.8911533,SHREE KRISHNA RESIDENCY,3
"No 1000, Lakshmipuram    Opp Apollo Hospitals,    NearRamanuja Circle,      Tiruchanur Road,           TIRUPATHI   Andhra Pradesh 517501                INDIA",Main Town,Tirupati,Andhra Pradesh,India,13.62192764,79.43232585,Spark service apartment,2
"bund road, near modern hospital,Rajbagh, Srinagar",Zero Bridge,Srinagar,Jammu and Kashmir,India,34.0731212,74.8293182,Solar Residency,4
"4721,Shora Kothi,Main Bazar,Pahar Ganj",Paharganj,Delhi,Delhi,India,28.64083553,77.21532973,Sky View Guest House,0
"75, East Arokiasamy Road, R.S Puram.",R.S. Puram,Coimbatore,Tamil Nadu,India,11.00582026,76.95367383,Sree Annapoorna Lodging,0
"Dhuriwada, Malvan","Malvan, Sindhudurg District",Malwan,Maharashtra,India,16.0595262,73.4622161,Sonchafa The Motel,1
21(1178) Deb Banerjee Road Kol-39,Ruby,Kolkata,West Bengal,India,22.52377319,88.39551544,Silver Inn Guest House,0
# 603 Junction Main Road,Bus Stand Area,Salem,Tamil Nadu,India,11.67473148,78.1261901,Sivaraj Holiday Inn,4
"Arcot Road, Next to New Andhra Meals Hotel Valsarawakkam,",Others,Chennai,Tamil Nadu,India,13.0826802,80.2707184,Sri Chakra Inn,1
6th Mile Purbang,Rin King Pong Road,Kalimpong,West Bengal,India,27.0626652,88.4617946,Sinclairs Retreat Kalimpong,3
"Silicon Hearth-2 184/1,Varthur Road,Nagavapalya,C.V.Raman Nagar,Bangalore-560093","Old Airport Road, Hal",Bangalore,Karnataka,India,12.9854542,77.6639248,SILICON HEARTH-2,0
"Kailasapara Estate, Munnar Thekkady Road, Nedumkandam, Idukki",Munnar Kumily Highway,Thekkady,Kerala,India,9.6031088,77.161458,Silver Oak Plantation Bungalow,0
"Kamarkuchi, Sonapur",G.S. Road,Guwahati,Assam,India,26.1445169,91.7362365,Spring Valley Resort,1
"GT Road, Mysuru road, Madikeri Karnataka 571201",Madikeri,Coorg,Karnataka,India,12.4244205,75.7381856,Silent Valley Cottages,0
1st floor  new york trade center b  opp dominoz pizza thaltej 4 rasta sg road .near udipi restaurant,S.G. Road,Ahmedabad,Gujarat,India,23.05311925,72.51930042,SRI BALAJI RESIDENCY(SBR),2
"Grace Villa, C. S. Road","Grace Villa, C. S. Road",Kundapura,Karnataka,India,13.6315963,74.6899917,Soans Holidays,1
"Street no .1, sarvanath nagar, behind seva samiti bhawan, haridwar- 249401",Ranipur More,Haridwar,Uttarakhand,India,29.9767856,78.1222336,Sri Krishna Hotel,4
"Sampekatte,Kodachadri road,Hosanagar Taluk, Shimoga",B H Road,Shimoga,Karnataka,India,13.9299299,75.568101,Sri Ambika Home Stay,1
"2/3 Taj Nagri Phase II,Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,India,27.15681072,78.05039404,Siris 18 - A Boutique Hotel,3
"House No 2-52, Opposite To Temple Up Ghat Road , Main Road, Annavaram, East Godavari, Andhra Pradesh - 533406,","Main Road,Opposite To Uphill Ghat Rooad",Annavaram,Andhra Pradesh,India,17.360456,82.5462853,Sree Ganesh Residency,0
"Old #10, New #16,Maharajapuram Santhanam Salai Near Pangal Park,Thyagaraya Nagar",Chennai City Centre,Chennai,Tamil Nadu,India,13.04296707,80.22956423,Sree Devi Niwas Service Apartment(T.Nagar),0
"near sindhi gurudhwara, jhulelal chowk,station road,naharpara raipur",Station Road,Raipur,Chhattisgarh,India,21.2769803,81.48956562,shri shiva palace,0
Near Loghuts area,Log Huts Area,Manali,Himachal Pradesh,India,32.25004967,77.17414474,Sparsh Resort,2
"No 9 , South by pass Road, Vannarpettai, Tirunelveli, Tamilnadu",Madurai Road,Tirunelveli,Tamil Nadu,India,8.724896171,77.72125887,Sriram Residency,0
"Near Navtara Restaurant, Naika Vaddo, Calangute, Bardez Goa",Calangute Area,Goa,Goa,India,15.54314191,73.76318524,SinQ Signature,0
"Simha Farms, Madodi, Hosanagar, Shimoga, Karnataka 577452",Thirthahalli Taluk,Shimoga,Karnataka,India,13.9153869,75.064035,SIMHA FARMS,1
"C-9 ,OLD DLF COLONY ,SECTOR 14,Gurgaon Near SBI BANK BRANCH OLD DLF.",Sector 14,Gurgaon,Haryana,India,28.47107064,77.04404912,Square9Inn,3
"Old Mumbai Pune Highway, Opp Wax Museum , Nearby Serin Country Society,Lonavala",Mumbai Pune Highway,Lonavala,Maharashtra,India,18.7557308,73.4090566,Shree villa,0
naraganahalli village hirekolave post chickmagalur,K M Road,Chikmagalur,Karnataka,India,13.34718269,75.73979279,Silver Shadow homestay,0
"Murudeshwar Temple Main Road,Opp H.P Gas, Bhatkal",Shri Mahathobara Murudeshwar Temple,Murudeshwar,Karnataka,India,14.0952059,74.4955605,Shree Vinayaka Residency,0
"Plot No 10, Next To Hotel Swiss Country, Mahabaleshwar Panchgani Road, Mahabaleshwar, Maharashtra 412805",Panchgani Road,Mahabaleshwar,Maharashtra,India,17.9307285,73.6477342,Shree enclave,2
Pallichiraputhanveedpo Aleppex,Finishing Point Road,Alleppey,Kerala,India,9.4980667,76.3388484,SNhouse boats 1 Room Boat,0
"1639-33, Naiwalan,Abdul Rehman Road,Karol Bagh",Karol Bagh Area,Delhi,Delhi,India,28.6462096,77.1957825,Southern Regency,3
"SrNo163/1A,Adarsh Colony,Between Lane No. 6 and 7, Vishrantwadi Airport Road,Pune",Viman Nagar,Pune,Maharashtra,India,18.57442661,73.89085396,Siesta Springs Luxurious Service Apartments (Wi-Fi Enabled),2
Chulung Old Raod leh,Others,Leh,Jammu and Kashmir,India,34.1525864,77.5770535,Sky Desert,3
SRIKANYA ROAD RAILWAY NEW COLONY,Others,Visakhapatnam,Andhra Pradesh,India,17.7277843,83.2974188,SHYAM INN(LODGE),0
"Mutyampeta,Kondagattu Village",Kondagattu Village,Karimnagar,Andhra Pradesh,India,18.6805063,78.9320299,Srinath Residency Lodge,0
"Station Road, Dhampur, Bijnor  Near Canara Bank",Station Road,Dhampur,Uttar Pradesh,India,26.8467088,80.9461592,Shri Rama Residency,0
Near sant sewa ashram ( other side of brid) Laxman Jhula Rishikesh Puari Garhwal Uttarakhand,Laxman Jhula Area,Rishikesh,Uttarakhand,India,30.0869281,78.2676116,"Sonu Guest House,rishikesh",0
"24/7, Hari Nagr, Khandsa Road, Near Hero Honda Chowk, Sector-10A Market, Gurgaon",Others,Gurgaon,Haryana,India,28.6139391,77.2090212,shree kanta Residency,0
"Delhi Nainital Road, Rudrapur HO","Nainital Road, Rudrapur Ho",Rudrapur,Uttarakhand,India,28.9875082,79.4141214,Sohraab Hotel,1
"7, Tadiwala road,near pune station, Pune",Pune Central City,Pune,Maharashtra,India,18.53141115,73.87472597,Shree Panchratna Hotel,3
Tibet Road  S.G Marg,Tibet Road,Gangtok,Sikkim,India,28.6139391,77.2090212,Snow Lion,0
"88 Niranjanpur, Shaharanpur Road, Opp. New Sabzi Mandi",Saharanpur Road,Dehradun,Uttarakhand,India,30.2989082,78.0066412,Simran Guest House,0
"Siddhi Hotel and Resort, Mahuva-Una Highway, Hindorana Chowkdi,Hindorana,Rajula City- Dist- Amreli.",Jafrabad Road,Rajula,Gujarat,India,21.00602797,71.43647902,Siddhi Hotel and Resort,3
"Mandir Road Near Sant Gadagebaba Chawk, Shegaon 444203",Gadge Baba Chowk,Shegaon,Maharashtra,India,20.7927132,76.6943283,SHREE HARI GUEST HOUSE,0
"Mukteshwar(kumaon), Nainital - 263138, Gross Bazar",Others,Nainital,Uttarakhand,India,29.4604149,79.6558242,Shree Hari Resort,0
"Tsunami Island, Devbag Mobar Road, Maharashtra",Devbag,Malwan,Maharashtra,India,16.0294598,73.4876722,Siddhivinayak Beach Resort,0
"Plot 613,New Nagardas road,Near Metro Exit gate No -1 ,Andheri (East) ,Mumbai ,Maharashtra, India",Mumbai Airport,Mumbai,Maharashtra,India,19.12167945,72.8481338,Siesta Andheri Hotel,3
"Amballur P.O, Puthukkad, Thrissur, Kerala, 680301",Athirapally,Thrissur,Kerala,India,10.43531963,76.26560223,Sree Gokulam Residency,3
"Bungalow No 5 Mala's Society,Met Gutad Pachgani, Mahabaleshwar Road",Panchgani Road,Mahabaleshwar,Maharashtra,India,28.6139391,77.2090212,Shubh Villa,0
"Near Delicacies Restaurant, MVP Colony, Visakhapatnam",Others,Visakhapatnam,Andhra Pradesh,India,17.7424749,83.3388608,Sri Sai Sampath Hospitalities,0
"Thekkinkadu road, Thekkady, Kumily",Kumily,Thekkady,Kerala,India,9.6031088,77.161458,Silent Summit Cottage,2
MIT enclave,Kalyani Nagar,Pune,Maharashtra,India,18.54409718,73.90303093,Shree Balaji Hospitality-MIT Enclave,0
"Soundarya Palace Hotel, Kondemoola Grama, Kateel,Near Shree Durga Parameshwari Temple",Kottara Chowki Junction,Mangalore,Karnataka,India,12.8778737,74.8399072,Soundarya Palace Hotel,0
"9, new ashok vihar chandanwari , near st. gregorius school, near 100 ft univercity road",Others,Udaipur,Rajasthan,India,24.59603883,73.71149986,shree ji manglam guest house,0
"opp Paradise Village,Tivai Vaddo,Calangute,Bardez,Goa",Calangute Area,Goa,Goa,India,15.53534889,73.76164246,SHON de Goa,2
"Mehron Ka Chowk, Jaswanth Thade Ki Ghati , Near Umaid Chowk, JODHPUR (Raj.)",Mehrangarh Fort Area,Jodhpur,Rajasthan,India,26.30128925,73.02465272,Shyam Palace Guest House,0
"52/1623, Bhagabanpur, Industrial Estate, Patrapada, Bhubaneswar",Others,Bhubaneswar,Orissa,India,20.23521668,85.7529642,SOUTHCITY,3
"MANU MARG ,ALWAR",Manu Marg,Alwar,Rajasthan,India,27.56304906,76.60517426,Sparrow Inn,0
"3, Civil Lines, Near Bus Stand,",Tadoba Chandrapur,Chandrapur,Maharashtra,India,19.96510769,79.29938701,SIDDHARTH PREMIERE,3
"Dr Mukherjee Hospital Road, Wright Town, Near Prem Mandir","Dr Mukherjee Hospital Road, Wright Town",Jabalpur,Madhya Pradesh,India,23.181467,79.9864071,Shri Dwarka Guest House,0
"Opp Water Tank, Nr BSNL Office, Nagar Manmad Road, Shirdi",Pimpalwadi Road,Shirdi,Maharashtra,India,19.7691937,74.4760687,Shri Krishna,2
"rogi road, chungling, kalpa,",Kalpa,Kinnaur,Himachal Pradesh,India,31.6750021,78.2476146,SIRAG VIEW RESORT,0
"49, Saloon, Umaid Club Road, Paota, Jodhpur",Rai Ka Bagh,Jodhpur,Rajasthan,India,26.288401,73.0352976,Shree Mohan Villas,2
"village kandi ,Khanyara Road, Dharamshala, Himachal Pradesh (INDIA) way to aghanjar mahadev temple",Khanyara Road,Dharmsala,Himachal Pradesh,India,32.2085128,76.3461342,Snow Hermitage Resort,3
"Srinagar Colony,SBH Colony, Lane No 3,Door No. - 8-3-988/17",Ameerpet,Hyderabad,Andhra Pradesh,India,17.43100315,78.43551724,Skyla Serviced Apartments - Srinagar colony,3
"N.H. 66, Near Chicken Sal Road","N.H. 66, Near Chicken Sal Road",Kundapura,Karnataka,India,13.6315963,74.6899917,Simon Comfort,0
"Ojale Pakhadi Road, Shrivardhan, Maharashtra 402110",Ojale Pakhadi Road,Shrivardhan,Maharashtra,India,18.0506962,73.0119222,SHREE HOLIDAY HOMES,0
B-2/5 SAFDARJUNG ENCLAVE NEAR R K KHANNA LAWN TENNIS STADIUM,Safdarjung Enclave,Delhi,Delhi,India,28.56259428,77.18896376,Shreyans Inn,3
"50, North Chithirai Street",Madurai Main,Madurai,Tamil Nadu,India,9.920924158,78.12011167,Sri Temple Park,2
ADJ TO SHREE TALKIES NH-2 BYE PASS ROAD,Others,Agra,Uttar Pradesh,India,27.2098583,78.0077416,Shree Residency,2
"OPPOSITE SRI VIJAYA MAHAL,CINEMA ROAD.MANDAPETA TOWN ,EAST GODAVARI",Jampet,Rajahmundry,Andhra Pradesh,India,16.87007087,81.92633403,SRI KANYA LODGE MANDAPETA,0
"Residency Road, Jodhpur","Panch Batti Circle, Airport Rd",Jodhpur,Rajasthan,India,26.266174,73.0336348,Shree Ram International,3
"B-8, Nandanvan Colony, opposite injuman Islam school pangari village Pachgani",Main Town,Panchgani,Maharashtra,India,17.2952217,73.7993208,Shri Laxmi Narayan Bungalow,3
"17, SIPCOT Industrial Complex,Hosur  635109",Sipcot Industrial Complex,Hosur,Tamil Nadu,India,12.7409127,77.8252923,Sivaranjani Hotel,1
"Opp Casino Palms, Off Calangute-Baga Road, Baga, Bardez, North Goa",Baga Area,Goa,Goa,India,15.56131125,73.75334352,Sugar Plum Macedo Palms,0
"Dr Zakir Hussain Road,Near St Paul'S School,Jalapahar",Chowrasta,Darjeeling,West Bengal,India,27.0309599,88.265525,Summit Grace Hotel &amp; Spa,4
Kunjanagar Moiradanga Falakata Distt. Jalpaiguri,Kunjanagar,Falakata,West Bengal,India,26.5229076,89.2055316,Suncity Resort Falakata,0
"Rongay near Norgumba, chongay road, gangtok",Others,Gangtok,Sikkim,India,27.3389356,88.6065035,TASHILING RESIDENCY HOTEL AND SPA,4
"Court Road, Doliyon Ka Bass, Sikar",Sikar,Sikar,Rajasthan,India,27.6182159,75.1505117,Sunrise Hotel,0
"1/1230 A, branch road, Kochi Fort, Ernakulam",Fort Kochi,Ernakulam,Kerala,India,9.9312328,76.2673041,Thanathil Homestay,0
"Main Town Gulmarg, Near Hotel Meadows",Main Town,Gulmarg,Jammu and Kashmir,India,34.0254659,74.3564049,Sun And Snow II,3
"Naiko Wado, Calangute Candolim Road,Bardez",Calangute Area,Goa,Goa,India,15.5395689,73.76864624,Tangerine Boutique Resort,3
"Bakkhali Frezerganj, south 24 pgns , West Bengal India",Bakkhali,Bakkhali,West Bengal,India,21.5611524,88.2663447,Swarna Bishnu Awasan,1
"687, Main Road, Ariyakudi Village","Main Road, Ariyakudi Village",Karaikkudi,Tamil Nadu,India,10.062698,78.7900372,Thappa gardens Resort,1
"A-14, Phase-II, Taj Nagari, Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,India,27.1555247,78.0499701,Taj Heights,3
"1012, Shukrawar Peth, Near MCCIA Swargate Circle",Others,Pune,Maharashtra,India,18.5018322,73.8635912,sundaram hotel,0
"Devakottai Road, Senjai",S.A.R.M. House,Karaikudi,Tamil Nadu,India,10.062698,78.7900372,The Bangala,1
"N.S. Phadke Road, Off Western Express Highway, Andheri (East)",Andheri,Mumbai,Maharashtra,India,19.11416327,72.85168717,Suba Galaxy,3
"Above Barfung Primary School,Barfung, Sub division,, Ravongla, Sikkim 737139",Barfung,Ravangla,Sikkim,India,27.3065811,88.3639986,The Barfung Retreat,1
"Cobra Vaddo, Calangute",Calangute Area,Goa,Goa,India,15.541667,73.761944,St Anthony Guest House Calangute,0
Chulung Old Road Leh,Old Road,Leh,Jammu and Kashmir,India,34.1614436,77.5820959,The Auspicious Ladakh,3
"group theaters,tirupati",Main Town,Tirupati,Andhra Pradesh,India,13.6739092,79.3511379,Ssb Residency,0
"Tabo, H.P",Tabo,Lahaul and Spiti,Himachal Pradesh,India,32.091517,78.3833783,Tabo Millennium Guest House,0
"C 12,Panchsheel Enclave",Hauz Khas,Delhi,Delhi,India,28.543955,77.229504,STEPiNN Panchsheel Enclave,0
p k layout,Main Town,Tirupati,Andhra Pradesh,India,13.6403071,79.4176391,surabhi residency,1
Ghat No  Boulevard Road Near Zabarwan Park Dal Lake Srinagar Kashmir,Others,Srinagar,Jammu and Kashmir,India,34.1105857,74.8682569,Texas Deluxe,2
"No 9, Jayanthi Nagar, 200th Feet Road, Kolathur",Others,Chennai,Tamil Nadu,India,13.1196968,80.2185372,SRM Grands,3
"P C Nilaya, Thalathmane Road, (Mangalore Road) , Madikeri",Madikeri,Coorg,Karnataka,India,12.41289491,75.7355624,Stay Coorg,5
"Next To Margao Kadamba Bus Stand, Behind New Collector`s Building Near J N Stadium Fatorda",Margao,Goa,Goa,India,15.2898636,73.9571734,Sunaina Hotel,0
"2558, Near Post Office, Malvan.",Post Office,Malwan,Maharashtra,India,16.0630693,73.471054,Sunpark Homestay,0
"Valvan, Lonavala",Valvan,Lonavala,Maharashtra,India,18.7493892,73.4080759,Sushila Guest House,0
"No.108 ABCD,, Madurai Rd ,Tirunelveli Junction,",Madurai Road,Tirunelveli,Tamil Nadu,India,8.7372741,77.7121311,Syed Tourist Home,0
"148,1st Road,Bapuji Nagar,Near Durga Mandap,Bhubaneshwar,Orissa,751009",Others,Bhubaneswar,Orissa,India,20.2606561,85.8307059,TAJ PALACE,0
"200, Radhaswami Nagar, Nemawar Road, Teen Imli Sqaure, Indore (M.P.)",Nermawar Road,Indore,Madhya Pradesh,India,22.6905361,75.8838032,Surbhi Hotel,0
"02, Paota Fort Rd, Polo 1st Paota, Paota, Jodhpur, Rajasthan",Paota Circle,Jodhpur,Rajasthan,India,26.2974632,73.0374532,Sunrise Hotel,0
"Near Pench National Park, Village awarghani, kurai",Kurai Seoni,Pench,Madhya Pradesh,India,21.8106608,79.5069436,Taj Baghvan,0
"kavanattinkara- near, 315 co oparitive bank bus stop, gonginikari, Kottayam",Kottayam Dist,Kottayam,Kerala,India,9.5915668,76.5221531,Sylvania Tourist Enclave,0
"No. 4/1116, Blake Hr Sec School Road, Maharnonbu Chavadi, Thanjavur",Thanjavur Junction,Thanjavur,Tamil Nadu,India,10.78120302,79.148506,Svatma,5
"Basin Road,Near Ernakulam Vegetable Market, Near High Court Junction,Ernakulam",Ernakulam,Ernakulam,Kerala,India,9.9834748,76.2742259,St. Antony's Lodge,0
"JMJ House ,Hiranandani Gardens, Orchard Ave, Panchkutir Ganesh Nagar, Powai, Mumbai",Powai,Mumbai,Maharashtra,India,19.12134673,72.90977678,The Beatle,3
"House No 8-2-684/3/K/36,Plot No 36, Road No 12, Banjara Hills, Hyderabad - 500034, Near Kanakadurga Temple,Mla Colony",,Hyderabad,Andhra Pradesh,India,17.385044,78.486671,SSV Homes,0
"Nehru Park ,Gate No 14, Dal Lake, 190001 Srinagar, India",Nageen Lake Area,Srinagar,Jammu and Kashmir,India,34.1105857,74.8682569,Taj Mahal Group of Houseboats,0
"Village: Tala Bandhavgarh,  Tehsil Manpur, District Umaria, M.P. Pin 484661",Village Tala,Bandhavgarh,Madhya Pradesh,India,23.6460187,81.0312989,Syna Tiger Resort,4
"E 1/8 SUDAKSHINA ESTATE (B) ,96, RAJA S. C MALLICK ROAD",Mallick Road,Tajpur,West Bengal,India,21.6266172,87.5074315,Tajpur Retreat,0
"fifth floor, kashyap business park, big bazaar,bailey road, Patna 800014",Bailey Road,Patna,Bihar,India,25.6060321,85.077343,The AVR Hotels and Banquets,0
"1901, Sai Sapphire building, powai vihar complex, near maple resturant, powai, mumbai 400076.",Powai,Mumbai,Maharashtra,India,19.1167749,72.9031062,Ssapphires Hospitalities (Sai Sapphire),0
"takdah cantonment , Post takdah",Others,Darjeeling,West Bengal,India,27.0375418,88.3603576,Takdah heritage colonial,0
"H.no 74, Sector 2, Vibhav Nagar, Agra",Fatehabad Road,Agra,Uttar Pradesh,India,27.1604954,78.0285555,TajMahal Home Stay,0
"C117,  South City 2, C-Block, Gurgaon",Old Gurgaon,Gurgaon,Haryana,India,28.4172641,77.0528991,Supreme Residency C-117,0
"A-3, District Centre,Select Citywalk, Saket",Saket,Delhi,Delhi,India,28.5293293,77.2187648,Svelte Hotel &amp; Personal Suites,4
"Plot #51, Hill Top Colony, Near Govt. Rest House, Khandala, Lonavala, Maval- 410301 Dist. Pune",Hilltop Colony,Khandala,Maharashtra,India,18.75731944,73.36968766,Sunrise Hill Resort,3
Near Library Chowk Mall Road Kapurthala Palace,Library Chowk,Mussoorie,Uttarakhand,India,30.45992741,78.05791858,Sun N Snow Mussoorie,3
"958, Russel Chowk ,Napier town",Napier Town,Jabalpur,Madhya Pradesh,India,23.1637897,79.9371744,The Arihant Palace,2
"Deachur, Coorg",Others,Coorg,Karnataka,India,12.4244205,75.7381856,Sweet Home Stay,0
"Plot Number 2053, Sector 45A, Chandigarh",Sector 45,Chandigarh,Punjab,India,30.704189,76.760022,SUPREMO HOTEL,1
Nam Nang Road,Nam Nang Road,Gangtok,Sikkim,India,27.3231001,88.6113681,Sukhim Guest House,0
"Suraj lodge Building, Ram Mandir road, Bhandara H O, Bhandara",Main Road,Bhandara,Maharashtra,India,21.1750113,79.6558242,Suraj Lodge,0
"6/1, Bangiyappa Garden,Lakshmi Road,5th Cross, Shantinagar",City Center - Mg Road / Near,Bangalore,Karnataka,India,12.96085721,77.5984747,Sun Shine Serviced Apartments,0
": Nehru Garden Rd, Madan Flour Mill Chowk, Gobind Garh, Arjun Nagar, Jalandhar, Punjab 144001",Jawahar Nagar Area,Jalandhar,Punjab,India,31.3260152,75.5761829,Suri Guest House,1
"NH 47, Near SCMS Kalamassery, Cochin Kerala",Others,Cochin,Kerala,India,10.06895675,76.32956046,Summit Suites,3
"L 27/12, Phase-II, Behind Central Mall, M.G. Road,Gurgaon",Dlf Phase I I,Gurgaon,Haryana,India,28.4804181,77.0784152,STEPiNN phase 2,3
